date,price_usd,source
2011-11-15,2.69,csv_import
2011-11-17,2.60031,csv_import
2011-11-19,2.3,csv_import
2011-11-21,2.29,csv_import
2011-11-23,2.38,csv_import
2011-11-25,2.56,csv_import
2011-11-27,2.4965,csv_import
2011-11-29,2.981,csv_import
2011-12-01,3.14,csv_import
2011-12-03,3.12999,csv_import
2011-12-05,2.93,csv_import
2011-12-07,3.082,csv_import
2011-12-09,3.039,csv_import
2011-12-11,3.38,csv_import
2011-12-13,3.3,csv_import
2011-12-15,3.1933,csv_import
2011-12-17,3.23,csv_import
2011-12-19,3.70036,csv_import
2011-12-21,4.11,csv_import
2011-12-23,3.95,csv_import
2011-12-25,4.3897,csv_import
2011-12-27,4.06,csv_import
2011-12-29,4.33,csv_import
2011-12-31,4.995,csv_import
2012-01-01,4.6457,csv_import
2012-01-02,4.975,csv_import
2012-01-03,5.0855,csv_import
2012-01-04,5.1704,csv_import
2012-01-05,5.9544,csv_import
2012-01-06,6.6203,csv_import
2012-01-07,6.0478,csv_import
2012-01-08,6.8194,csv_import
2012-01-09,6.8165,csv_import
2012-01-10,6.3857,csv_import
2012-01-11,7.0303,csv_import
2012-01-12,6.9792,csv_import
2012-01-13,6.7071,csv_import
2012-01-14,6.4922,csv_import
2012-01-15,6.6111,csv_import
2012-01-16,7.0715,csv_import
2012-01-17,7.006,csv_import
2012-01-18,6.4583,csv_import
2012-01-19,6.5344,csv_import
2012-01-20,6.4751,csv_import
2012-01-21,6.95,csv_import
2012-01-22,6.5824,csv_import
2012-01-23,6.6029,csv_import
2012-01-24,6.5004,csv_import
2012-01-25,6.5942,csv_import
2012-01-26,6.2701,csv_import
2012-01-27,5.8544,csv_import
2012-01-28,5.2764,csv_import
2012-01-29,5.5598,csv_import
2012-01-30,5.4568,csv_import
2012-01-31,5.6623,csv_import
2012-02-01,5.441,csv_import
2012-02-02,6.0386,csv_import
2012-02-03,6.1754,csv_import
2012-02-04,6.3087,csv_import
2012-02-05,5.9288,csv_import
2012-02-06,5.5619,csv_import
2012-02-07,5.6642,csv_import
2012-02-08,5.6901,csv_import
2012-02-09,5.7875,csv_import
2012-02-10,5.8829,csv_import
2012-02-11,5.7229,csv_import
2012-02-12,5.5392,csv_import
2012-02-13,5.627,csv_import
2012-02-14,5.3161,csv_import
2012-02-15,4.8813,csv_import
2012-02-16,4.5987,csv_import
2012-02-17,4.6847,csv_import
2012-02-18,4.4453,csv_import
2012-02-19,4.3155,csv_import
2012-02-20,4.4654,csv_import
2012-02-21,4.4518,csv_import
2012-02-22,4.5061,csv_import
2012-02-23,4.6731,csv_import
2012-02-24,5.102,csv_import
2012-02-25,5.0068,csv_import
2012-02-26,4.992,csv_import
2012-02-27,4.996,csv_import
2012-02-28,5.0299,csv_import
2012-02-29,4.9692,csv_import
2012-03-01,5.011,csv_import
2012-03-02,4.837,csv_import
2012-03-03,4.7935,csv_import
2012-03-04,4.6839,csv_import
2012-03-05,4.8999,csv_import
2012-03-06,5.0069,csv_import
2012-03-07,5.0195,csv_import
2012-03-08,4.9474,csv_import
2012-03-09,5.013,csv_import
2012-03-10,4.9327,csv_import
2012-03-11,4.9396,csv_import
2012-03-12,4.9878,csv_import
2012-03-13,5.0413,csv_import
2012-03-14,5.3465,csv_import
2012-03-15,5.3147,csv_import
2012-03-16,5.3421,csv_import
2012-03-17,5.3334,csv_import
2012-03-18,5.3717,csv_import
2012-03-19,5.2035,csv_import
2012-03-20,4.9026,csv_import
2012-03-21,4.8542,csv_import
2012-03-22,4.8601,csv_import
2012-03-23,4.7944,csv_import
2012-03-24,4.7653,csv_import
2012-03-25,4.6788,csv_import
2012-03-26,4.6053,csv_import
2012-03-27,4.7172,csv_import
2012-03-28,4.8026,csv_import
2012-03-29,4.8421,csv_import
2012-03-30,4.8486,csv_import
2012-03-31,4.8918,csv_import
2012-04-01,4.8625,csv_import
2012-04-02,4.8868,csv_import
2012-04-03,4.9834,csv_import
2012-04-04,4.9487,csv_import
2012-04-05,4.9672,csv_import
2012-04-06,4.9451,csv_import
2012-04-07,4.9032,csv_import
2012-04-08,4.7474,csv_import
2012-04-09,4.7394,csv_import
2012-04-10,4.7983,csv_import
2012-04-11,4.8241,csv_import
2012-04-12,4.8451,csv_import
2012-04-13,4.8921,csv_import
2012-04-14,4.9693,csv_import
2012-04-15,4.9506,csv_import
2012-04-16,4.9611,csv_import
2012-04-17,4.9814,csv_import
2012-04-18,5.0848,csv_import
2012-04-19,5.1373,csv_import
2012-04-20,5.136,csv_import
2012-04-21,5.3011,csv_import
2012-04-22,5.2163,csv_import
2012-04-23,5.1746,csv_import
2012-04-24,5.095,csv_import
2012-04-25,5.1053,csv_import
2012-04-26,5.092,csv_import
2012-04-27,5.0396,csv_import
2012-04-28,4.9901,csv_import
2012-04-29,4.8995,csv_import
2012-04-30,4.9321,csv_import
2012-05-01,4.9602,csv_import
2012-05-02,5.0773,csv_import
2012-05-03,5.0928,csv_import
2012-05-04,5.1018,csv_import
2012-05-05,5.0828,csv_import
2012-05-06,5.0661,csv_import
2012-05-07,5.0402,csv_import
2012-05-08,5.0515,csv_import
2012-05-09,5.0402,csv_import
2012-05-10,5.0097,csv_import
2012-05-11,4.9305,csv_import
2012-05-12,4.9572,csv_import
2012-05-13,4.9365,csv_import
2012-05-14,4.9242,csv_import
2012-05-15,4.9616,csv_import
2012-05-16,4.9921,csv_import
2012-05-17,5.0278,csv_import
2012-05-18,5.0398,csv_import
2012-05-19,5.0653,csv_import
2012-05-20,5.0556,csv_import
2012-05-21,5.0435,csv_import
2012-05-22,5.0679,csv_import
2012-05-23,5.0578,csv_import
2012-05-24,5.0813,csv_import
2012-05-25,5.1003,csv_import
2012-05-26,5.083,csv_import
2012-05-27,5.0666,csv_import
2012-05-28,5.0766,csv_import
2012-05-29,5.0681,csv_import
2012-05-30,5.1026,csv_import
2012-05-31,5.1338,csv_import
2012-06-01,5.1851,csv_import
2012-06-02,5.2028,csv_import
2012-06-03,5.1953,csv_import
2012-06-04,5.1929,csv_import
2012-06-05,5.325,csv_import
2012-06-06,5.4148,csv_import
2012-06-07,5.4369,csv_import
2012-06-08,5.5576,csv_import
2012-06-09,5.5934,csv_import
2012-06-10,5.5032,csv_import
2012-06-11,5.4638,csv_import
2012-06-12,5.5662,csv_import
2012-06-13,5.8399,csv_import
2012-06-14,5.8448,csv_import
2012-06-15,5.9012,csv_import
2012-06-16,6.3595,csv_import
2012-06-17,6.3985,csv_import
2012-06-18,6.1849,csv_import
2012-06-19,6.2983,csv_import
2012-06-20,6.4825,csv_import
2012-06-21,6.6602,csv_import
2012-06-22,6.6259,csv_import
2012-06-23,6.5593,csv_import
2012-06-24,6.4171,csv_import
2012-06-25,6.2628,csv_import
2012-06-26,6.3091,csv_import
2012-06-27,6.4401,csv_import
2012-06-28,6.4809,csv_import
2012-06-29,6.5266,csv_import
2012-06-30,6.5655,csv_import
2012-07-01,6.5908,csv_import
2012-07-02,6.5827,csv_import
2012-07-03,6.572,csv_import
2012-07-04,6.4832,csv_import
2012-07-05,6.5668,csv_import
2012-07-06,6.5765,csv_import
2012-07-07,6.595,csv_import
2012-07-08,6.6684,csv_import
2012-07-09,6.7775,csv_import
2012-07-10,7.0093,csv_import
2012-07-11,7.0927,csv_import
2012-07-12,7.1414,csv_import
2012-07-13,7.513,csv_import
2012-07-14,7.5591,csv_import
2012-07-15,7.5113,csv_import
2012-07-16,7.6327,csv_import
2012-07-17,8.1867,csv_import
2012-07-18,8.7331,csv_import
2012-07-19,9.018,csv_import
2012-07-20,8.3613,csv_import
2012-07-21,8.6543,csv_import
2012-07-22,8.7389,csv_import
2012-07-23,8.6484,csv_import
2012-07-24,8.5624,csv_import
2012-07-25,8.5279,csv_import
2012-07-26,8.5585,csv_import
2012-07-27,8.7954,csv_import
2012-07-28,8.8435,csv_import
2012-07-29,8.7768,csv_import
2012-07-30,8.7114,csv_import
2012-07-31,9.1389,csv_import
2012-08-01,9.3219,csv_import
2012-08-02,9.5105,csv_import
2012-08-03,10.4878,csv_import
2012-08-04,10.9351,csv_import
2012-08-05,10.5753,csv_import
2012-08-06,10.6879,csv_import
2012-08-07,10.7772,csv_import
2012-08-08,10.875,csv_import
2012-08-09,11.127,csv_import
2012-08-10,11.1555,csv_import
2012-08-11,11.3186,csv_import
2012-08-12,11.435,csv_import
2012-08-13,11.6287,csv_import
2012-08-14,11.933,csv_import
2012-08-15,12.3757,csv_import
2012-08-16,13.2201,csv_import
2012-08-17,14.219,csv_import
2012-08-18,12.2077,csv_import
2012-08-19,10.3497,csv_import
2012-08-20,9.2466,csv_import
2012-08-21,10.0116,csv_import
2012-08-22,10.0387,csv_import
2012-08-23,9.9895,csv_import
2012-08-24,10.0306,csv_import
2012-08-25,10.3672,csv_import
2012-08-26,10.5494,csv_import
2012-08-27,11.056,csv_import
2012-08-28,10.9234,csv_import
2012-08-29,10.8911,csv_import
2012-08-30,10.7939,csv_import
2012-08-31,10.4867,csv_import
2012-09-01,10.0448,csv_import
2012-09-02,9.9304,csv_import
2012-09-03,10.2006,csv_import
2012-09-04,10.3582,csv_import
2012-09-05,10.3252,csv_import
2012-09-06,10.8103,csv_import
2012-09-07,10.988,csv_import
2012-09-08,10.8818,csv_import
2012-09-09,10.9381,csv_import
2012-09-10,10.9143,csv_import
2012-09-11,10.9053,csv_import
2012-09-12,10.9775,csv_import
2012-09-13,11.2199,csv_import
2012-09-14,11.3453,csv_import
2012-09-15,11.5322,csv_import
2012-09-16,11.6343,csv_import
2012-09-17,11.7222,csv_import
2012-09-18,11.8246,csv_import
2012-09-19,12.1785,csv_import
2012-09-20,12.4266,csv_import
2012-09-21,12.2457,csv_import
2012-09-22,12.1325,csv_import
2012-09-23,11.948,csv_import
2012-09-24,11.9218,csv_import
2012-09-25,11.9192,csv_import
2012-09-26,11.9172,csv_import
2012-09-27,12.1416,csv_import
2012-09-28,12.1553,csv_import
2012-09-29,12.1959,csv_import
2012-09-30,12.2021,csv_import
2012-10-01,12.1705,csv_import
2012-10-02,12.311,csv_import
2012-10-03,12.6981,csv_import
2012-10-04,12.8078,csv_import
2012-10-05,12.5484,csv_import
2012-10-06,12.5001,csv_import
2012-10-07,12.0955,csv_import
2012-10-08,11.3311,csv_import
2012-10-09,11.8139,csv_import
2012-10-10,11.9518,csv_import
2012-10-11,11.9828,csv_import
2012-10-12,12.0064,csv_import
2012-10-13,11.9207,csv_import
2012-10-14,11.8384,csv_import
2012-10-15,11.5827,csv_import
2012-10-16,11.7436,csv_import
2012-10-17,11.7899,csv_import
2012-10-18,11.8008,csv_import
2012-10-19,11.7284,csv_import
2012-10-20,11.6009,csv_import
2012-10-21,11.5438,csv_import
2012-10-22,11.4547,csv_import
2012-10-23,11.5485,csv_import
2012-10-24,11.4728,csv_import
2012-10-25,11.1769,csv_import
2012-10-26,10.4913,csv_import
2012-10-27,10.049,csv_import
2012-10-28,10.492,csv_import
2012-10-29,10.5708,csv_import
2012-10-30,10.7298,csv_import
2012-10-31,10.7985,csv_import
2012-11-01,10.9733,csv_import
2012-11-02,10.7822,csv_import
2012-11-03,10.5882,csv_import
2012-11-04,10.5454,csv_import
2012-11-05,10.5896,csv_import
2012-11-06,10.6775,csv_import
2012-11-07,10.7237,csv_import
2012-11-08,10.6606,csv_import
2012-11-09,10.7819,csv_import
2012-11-10,10.7563,csv_import
2012-11-11,10.7215,csv_import
2012-11-12,10.7933,csv_import
2012-11-13,10.8922,csv_import
2012-11-14,10.8884,csv_import
2012-11-15,10.9561,csv_import
2012-11-16,11.1355,csv_import
2012-11-17,11.5571,csv_import
2012-11-18,11.589,csv_import
2012-11-19,11.5296,csv_import
2012-11-20,11.6066,csv_import
2012-11-21,11.6127,csv_import
2012-11-22,11.732,csv_import
2012-11-23,11.9546,csv_import
2012-11-24,12.138,csv_import
2012-11-25,12.2825,csv_import
2012-11-26,12.2867,csv_import
2012-11-27,12.1199,csv_import
2012-11-28,12.1385,csv_import
2012-11-29,12.2714,csv_import
2012-11-30,12.3515,csv_import
2012-12-01,12.408,csv_import
2012-12-02,12.3897,csv_import
2012-12-03,12.4225,csv_import
2012-12-04,12.5834,csv_import
2012-12-05,12.9696,csv_import
2012-12-06,13.2483,csv_import
2012-12-07,13.363,csv_import
2012-12-08,13.3447,csv_import
2012-12-09,13.2846,csv_import
2012-12-10,13.2171,csv_import
2012-12-11,13.279,csv_import
2012-12-12,13.393,csv_import
2012-12-13,13.4033,csv_import
2012-12-14,13.5729,csv_import
2012-12-15,13.4135,csv_import
2012-12-16,13.349,csv_import
2012-12-17,13.1755,csv_import
2012-12-18,13.1479,csv_import
2012-12-19,13.1432,csv_import
2012-12-20,13.3074,csv_import
2012-12-21,13.3373,csv_import
2012-12-22,13.2837,csv_import
2012-12-23,13.1576,csv_import
2012-12-24,13.1289,csv_import
2012-12-25,13.1573,csv_import
2012-12-26,13.1413,csv_import
2012-12-27,13.1389,csv_import
2012-12-28,13.1602,csv_import
2012-12-29,13.2148,csv_import
2012-12-30,13.2003,csv_import
2012-12-31,13.2132,csv_import
2013-01-01,13.2013,csv_import
2013-01-02,13.1456,csv_import
2013-01-03,13.1368,csv_import
2013-01-04,13.1798,csv_import
2013-01-05,13.1499,csv_import
2013-01-06,13.1027,csv_import
2013-01-07,13.1253,csv_import
2013-01-08,13.2466,csv_import
2013-01-09,13.4544,csv_import
2013-01-10,13.6587,csv_import
2013-01-11,13.9682,csv_import
2013-01-12,14.005,csv_import
2013-01-13,13.9351,csv_import
2013-01-14,13.781,csv_import
2013-01-15,14.1021,csv_import
2013-01-16,14.3395,csv_import
2013-01-17,14.7237,csv_import
2013-01-18,15.4593,csv_import
2013-01-19,15.4624,csv_import
2013-01-20,15.5307,csv_import
2013-01-21,15.9595,csv_import
2013-01-22,16.818,csv_import
2013-01-23,17.3041,csv_import
2013-01-24,18.1208,csv_import
2013-01-25,17.0674,csv_import
2013-01-26,17.0775,csv_import
2013-01-27,17.3419,csv_import
2013-01-28,17.7944,csv_import
2013-01-29,18.9186,csv_import
2013-01-30,19.1605,csv_import
2013-01-31,19.8243,csv_import
2013-02-01,20.6035,csv_import
2013-02-02,20.1253,csv_import
2013-02-03,19.9667,csv_import
2013-02-04,20.4823,csv_import
2013-02-05,20.3101,csv_import
2013-02-06,20.6974,csv_import
2013-02-07,21.0973,csv_import
2013-02-08,22.1548,csv_import
2013-02-09,22.654,csv_import
2013-02-10,23.3598,csv_import
2013-02-11,23.5816,csv_import
2013-02-12,24.4437,csv_import
2013-02-13,25.579,csv_import
2013-02-14,25.7344,csv_import
2013-02-15,27.1395,csv_import
2013-02-16,27.2375,csv_import
2013-02-17,27.1532,csv_import
2013-02-18,26.7176,csv_import
2013-02-19,27.5393,csv_import
2013-02-20,29.4542,csv_import
2013-02-21,29.8593,csv_import
2013-02-22,30.4163,csv_import
2013-02-23,29.5479,csv_import
2013-02-24,29.674,csv_import
2013-02-25,29.8808,csv_import
2013-02-26,30.7058,csv_import
2013-02-27,31.1371,csv_import
2013-02-28,32.5457,csv_import
2013-03-01,33.963,csv_import
2013-03-02,34.2582,csv_import
2013-03-03,34.1641,csv_import
2013-03-04,34.7998,csv_import
2013-03-05,38.4814,csv_import
2013-03-06,44.7339,csv_import
2013-03-07,43.1629,csv_import
2013-03-08,42.7349,csv_import
2013-03-09,44.1266,csv_import
2013-03-10,46.2087,csv_import
2013-03-11,46.7585,csv_import
2013-03-12,45.1284,csv_import
2013-03-13,45.7843,csv_import
2013-03-14,47.2974,csv_import
2013-03-15,47.1512,csv_import
2013-03-16,46.8345,csv_import
2013-03-17,46.922,csv_import
2013-03-18,47.1862,csv_import
2013-03-19,52.8026,csv_import
2013-03-20,60.4402,csv_import
2013-03-21,67.9324,csv_import
2013-03-22,72.3896,csv_import
2013-03-23,65.9605,csv_import
2013-03-24,66.5311,csv_import
2013-03-25,71.5834,csv_import
2013-03-26,77.7634,csv_import
2013-03-27,84.5532,csv_import
2013-03-28,92.6898,csv_import
2013-03-29,90.1634,csv_import
2013-03-30,91.9876,csv_import
2013-03-31,93.4903,csv_import
2013-04-01,97.4292,csv_import
2013-04-02,106.37,csv_import
2013-04-03,128.429,csv_import
2013-04-04,130.99,csv_import
2013-04-05,137.642,csv_import
2013-04-06,142.269,csv_import
2013-04-07,147.395,csv_import
2013-04-08,176.871,csv_import
2013-04-09,199.949,csv_import
2013-04-10,223.133,csv_import
2013-04-11,139.166,csv_import
2013-04-12,72.231,csv_import
2013-04-13,103.234,csv_import
2013-04-14,96.2217,csv_import
2013-04-15,94.0087,csv_import
2013-04-16,67.3134,csv_import
2013-04-17,78.6439,csv_import
2013-04-18,92.1644,csv_import
2013-04-19,113.965,csv_import
2013-04-20,119.168,csv_import
2013-04-21,123.18,csv_import
2013-04-22,120.165,csv_import
2013-04-23,126.536,csv_import
2013-04-24,143.861,csv_import
2013-04-25,152.146,csv_import
2013-04-26,135.354,csv_import
2013-04-27,135.558,csv_import
2013-04-28,132.154,csv_import
2013-04-29,138.408,csv_import
2013-04-30,142.327,csv_import
2013-05-01,132.092,csv_import
2013-05-02,113.767,csv_import
2013-05-03,96.7252,csv_import
2013-05-04,101.283,csv_import
2013-05-05,113.673,csv_import
2013-05-06,119.551,csv_import
2013-05-07,108.295,csv_import
2013-05-08,112.281,csv_import
2013-05-09,111.89,csv_import
2013-05-10,114.137,csv_import
2013-05-11,116.517,csv_import
2013-05-12,115.276,csv_import
2013-05-13,115.628,csv_import
2013-05-14,116.478,csv_import
2013-05-15,110.053,csv_import
2013-05-16,110.141,csv_import
2013-05-17,113.999,csv_import
2013-05-18,117.229,csv_import
2013-05-19,118.222,csv_import
2013-05-20,116.968,csv_import
2013-05-21,117.846,csv_import
2013-05-22,117.96,csv_import
2013-05-23,119.8,csv_import
2013-05-24,124.85,csv_import
2013-05-25,128.615,csv_import
2013-05-26,129.163,csv_import
2013-05-27,129.941,csv_import
2013-05-28,125.954,csv_import
2013-05-29,126.928,csv_import
2013-05-30,129.62,csv_import
2013-05-31,127.489,csv_import
2013-06-01,128.058,csv_import
2013-06-02,125.144,csv_import
2013-06-03,120.101,csv_import
2013-06-04,121.64,csv_import
2013-06-05,120.543,csv_import
2013-06-06,120.472,csv_import
2013-06-07,115.884,csv_import
2013-06-08,109.849,csv_import
2013-06-09,101.474,csv_import
2013-06-10,102.101,csv_import
2013-06-11,105.539,csv_import
2013-06-12,107.878,csv_import
2013-06-13,107.357,csv_import
2013-06-14,101.003,csv_import
2013-06-15,99.49,csv_import
2013-06-16,99.9952,csv_import
2013-06-17,99.863,csv_import
2013-06-18,103.197,csv_import
2013-06-19,105.241,csv_import
2013-06-20,105.984,csv_import
2013-06-21,102.309,csv_import
2013-06-22,100.82,csv_import
2013-06-23,100.218,csv_import
2013-06-24,99.3787,csv_import
2013-06-25,99.6211,csv_import
2013-06-26,98.5487,csv_import
2013-06-27,98.2095,csv_import
2013-06-28,93.1078,csv_import
2013-06-29,89.9959,csv_import
2013-06-30,88.976,csv_import
2013-07-01,88.6656,csv_import
2013-07-02,85.338,csv_import
2013-07-03,86.2555,csv_import
2013-07-04,77.735,csv_import
2013-07-05,74.9321,csv_import
2013-07-06,67.3425,csv_import
2013-07-07,66.5554,csv_import
2013-07-08,73.4408,csv_import
2013-07-09,73.6023,csv_import
2013-07-10,76.0172,csv_import
2013-07-11,85.5941,csv_import
2013-07-12,91.8115,csv_import
2013-07-13,89.0857,csv_import
2013-07-14,91.6825,csv_import
2013-07-15,91.6147,csv_import
2013-07-16,93.0317,csv_import
2013-07-17,91.4397,csv_import
2013-07-18,85.458,csv_import
2013-07-19,84.6008,csv_import
2013-07-20,86.2512,csv_import
2013-07-21,85.3291,csv_import
2013-07-22,86.0737,csv_import
2013-07-23,86.2806,csv_import
2013-07-24,87.3444,csv_import
2013-07-25,88.7573,csv_import
2013-07-26,90.1632,csv_import
2013-07-27,89.2529,csv_import
2013-07-28,88.9588,csv_import
2013-07-29,92.5588,csv_import
2013-07-30,93.6889,csv_import
2013-07-31,98.196,csv_import
2013-08-01,97.7845,csv_import
2013-08-02,96.863,csv_import
2013-08-03,96.1941,csv_import
2013-08-04,96.0885,csv_import
2013-08-05,97.1855,csv_import
2013-08-06,98.1113,csv_import
2013-08-07,97.669,csv_import
2013-08-08,96.0101,csv_import
2013-08-09,93.7721,csv_import
2013-08-10,92.9237,csv_import
